Dossiernummer;Projectcode;Dossier datum aanvraag;Dossier dienst;Dossiertype;Dossier districten;Dossier cluster;Dossier onderwerp;Aard der werken;Bouwheer;Dossierverantwoordelijke voornaam + naam;Ontwerper voornaam + naam;Ingenieur voornaam + naam;Partners;Beleidsdoelstellingen;Dossier extra kenmerk;Totaal raming intern;Dossier status;Dossier toestand;Dossier klasse;Dossier actieve fases;Status planning;Actief planningsblok;Meerjarenplanning?;Jaartal meerjarenplanning;Klasse ontwerp;Subklasse ontwerp;Geplande startdatum ontwerp;Geplande einddatum ontwerp;Effectieve einddatum ontwerp;Klasse gunning;Subklasse gunning;Geplande startdatum Gunning;Geplande einddatum Gunning;Effectieve einddatum Gunning;Geplande startdatum Werf;Effectieve startdatum werf;Geplande einddatum Werf;Effectieve einddatum Werf;Dossier einddatum;Sperperiode?;Einddatum sperperiode;URL A-stad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10372;;04-01-2013;Publieke Ruimte;Investeringsproject;Antwerpen;Midden;Burchtgracht, Vleeshuisstraat;Aanleg verlichting, Rioleringswerken, Veiligheidscoördinator ontwerp, Veiligheidscoördinator verwezenlijking, Wegeniswerken;DISTRICT ANTWERPEN ;Hakim Chadli;Mike Rincheval;Hakim Chadli;ABESCO, AQUAFIN NV, DISTRICT ANTWERPEN , INTERGEMEENTELIJK SAMENWERKINGSVERBAND A, MACOBO BVBA, RIO-LINK NV;;PRIORITEIT UITVOERING 2013;0,00;Op Schema;Afgesloten;Uitvoering intern;;Voltooid;;Ja;2013;Intern;Medium;04-01-2013;09-05-2013;18-07-2011;Intern;Open aanbesteding;04-01-2013;04-05-2013;02-07-2013;21-01-2014;21-01-2014;20-06-2014;01-04-2014;19-07-2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10373;;04-01-2013;Publieke Ruimte;Investeringsproject;Antwerpen, Wilrijk;Midden;De Bruynlaan, VIIde-Olympiadelaan (Bernardusroute);Aanleg verlichting, Externe opmeting, Rioleringswerken, Wegeniswerken;DISTRICT ANTWERPEN;Gert De Wilde;Siegfried Pevenage;Gert De Wilde;AANNEMINGEN VAN WELLEN NV, AQUAFIN, DISTRICT ANTWERPEN, DISTRICT WILRIJK , STAD ANTWERPEN;;PRIORITEIT AFREKENING 2013;186.535,10;Op Schema;Afgesloten;Uitvoering intern;;Voltooid;;Nee;;Geen;Geen;;;;Geen;Geen;;;;04-05-2013;04-05-2013;03-07-2013;03-07-2013;29-11-2019;Nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10374;;04-01-2013;Publieke Ruimte;Investeringsproject;Antwerpen;Midden;Korte Winkelstraat, Molenbergstraat, Van Boendalestraat;Rioleringswerken, Wegeniswerken;DISTRICT ANTWERPEN ;Hakim Chadli;Channah De Bens;Hakim Chadli;ABESCO, DISTRICT ANTWERPEN , LEXECO-ADVOCATEN CVBA, RIO-LINK NV;;PRIORITEIT AFREKENING 2013;;Op Schema;Afgesloten;Uitvoering intern;;Voltooid;;Nee;;Geen;Geen;;;;Geen;Geen;;;;04-04-2013;04-04-2013;24-05-2013;03-05-2013;03-02-2021;Ja;03-05-2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10375;;04-01-2013;Publieke Ruimte;Investeringsproject;Antwerpen;Midden;Belgiëlei, Van den Nestlei;Aanleg verlichting, Externe opmeting, Rioleringswerken, Wegeniswerken;DISTRICT ANTWERPEN ;Hakim Chadli;Siegfried Pevenage;Hakim Chadli;AQUAFIN, DISTRICT ANTWERPEN , INTERGEMEENTELIJK SAMENWERKINGSVERBAND A, STAD ANTWERPEN;;PRIORITEIT UITVOERING 2013;445.053,53;Op Schema;Afgesloten;Uitvoering intern;;Voltooid;;Ja;2014;Intern;Large;04-01-2013;24-01-2012;05-09-2011;Intern;Open aanbesteding;05-09-2011;03-01-2012;15-12-2011;20-09-2012;20-09-2012;14-12-2013;14-03-2014;19-07-2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10376;;04-01-2013;Publieke Ruimte;Investeringsproject;Antwerpen;Midden;Blauwtorenplein;Aanleg verlichting, Wegeniswerken;STAD ANTWERPEN GEMEENTE;Hakim Chadli;;Hakim Chadli;STAD ANTWERPEN GEMEENTE;;PRIORITEIT AFREKENING 2013;;Op Schema;Afgesloten;Uitvoering intern;;Voltooid;;Nee;;Geen;Geen;;;;Geen;Geen;;;;01-02-2012;01-02-2012;11-02-2012;11-02-2012;18-12-2014;Ja;11-02-2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10377;P02319;04-01-2013;Publieke Ruimte;Investeringsproject;Antwerpen;Midden;Grote Kauwenberg, Pieter van Hobokenstraat;Aanleg verlichting, Bodemonderzoek, Rioleringswerken, Veiligheidscoördinator ontwerp, Veiligheidscoördinator verwezenlijking, Wegeniswerken;DISTRICT ANTWERPEN ;Isa Jollings;Mike Rincheval;Joppe Balbaert;ABESCO (L.A.K.) CVBA, DISTRICT ANTWERPEN , RIO-LINK NV;district Antwerpen,1SAN02,1SAN0201,1SAN020101/ district Antwerpen,1SAN02,1SAN0201,1SAN020102/ district Antwerpen,1SAN02,1SAN0202,1SAN020202;PRIORITEIT UITVOERING 2019;400.000,00;Plandatum overschreden;Lopend;Uitvoering intern;Natraject;Voltooid;Sperperiode;Ja;2016;Intern;Medium;16-06-2014;06-07-2016;12-09-2016;Intern;Open aanbesteding;31-10-2016;03-07-2018;13-08-2018;08-04-2019;08-04-2019;20-12-2019;27-12-2019;;Ja;27-12-2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10379;M00038;04-01-2013;Publieke Ruimte;Investeringsproject;Antwerpen;Midden;Schoytestraat;Rioleringswerken, Wegeniswerken;DISTRICT ANTWERPEN ;Gert De Wilde;Siegfried Pevenage;Gert De Wilde;DISTRICT ANTWERPEN , RIO-LINK NV;district Antwerpen,1SAN02,1SAN0201,1SAN020101;PRIORITEIT AFREKENING 2013;0,00;Op Schema;Afgesloten;Uitvoering intern;;Voltooid;;Nee;;Geen;Geen;;;;Geen;Geen;;;;04-05-2013;04-05-2013;03-07-2013;03-07-2013;19-07-2018;Ja;03-07-2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10382;;04-01-2013;Publieke Ruimte;Investeringsproject;Antwerpen;Midden;Blancefloerlaan (Fietspad);Aanleg verlichting, Rioleringswerken, Wegeniswerken;DISTRICT ANTWERPEN;Hakim Chadli;;Hakim Chadli;AQUAFIN, DISTRICT ANTWERPEN, STAD ANTWERPEN;;PRIORITEIT AFREKENING 2013;;Op Schema;Afgesloten;Uitvoering intern;;;;;;;;;;;;;;;;;;;;06-11-2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10383;;04-01-2013;Publieke Ruimte;Investeringsproject;Antwerpen;Midden;Duinstraat, Korte Ypermanstraat, Meetingstraat, Perenstraat, Van Urselstraat;Rioleringswerken, Veiligheidscoördinator ontwerp, Veiligheidscoördinator verwezenlijking, Wegeniswerken;DISTRICT ANTWERPEN ;Jens Van Damme;Emmy Camps;Jens Van Damme;DISTRICT ANTWERPEN , INTERGEMEENTELIJK SAMENWERKINGSVERBAND A;;PRIORITEIT AFREKENING 2013;;Op Schema;Afgesloten;Uitvoering intern;;;;;;;;;;;;;;;;;;;;13-10-2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10384;;04-01-2013;Publieke Ruimte;Investeringsproject;Antwerpen;Midden;Otto Veniusstraat, Stoopstraat, Tabakvest;Aanleg verlichting, Rioleringswerken, Wegeniswerken;DISTRICT ANTWERPEN ;Hakim Chadli;Mike Rincheval;Hakim Chadli;AQUAFIN, DISTRICT ANTWERPEN ;;PRIORITEIT AFREKENING 2013;;Op Schema;Afgesloten;Uitvoering intern;;;;;;;;;;;;;;;;;;;;09-02-2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10385;;04-01-2013;Publieke Ruimte;Investeringsproject;Antwerpen;Midden;Falconplein, Van Schoonbekeplein;Aanleg verlichting, Rioleringswerken, Wegeniswerken;DISTRICT ANTWERPEN ;Gert De Wilde;Vincent Stubbe;Gert De Wilde;DISTRICT ANTWERPEN , IMEA, INTERGEMEENTELIJK SAMENWERKINGSVERBAND A, STAD ANTWERPEN;;PRIORITEIT AFREKENING 2013;;Op Schema;Afgesloten;Uitvoering intern;;Voltooid;;Nee;;Geen;Geen;;;;Geen;Geen;;;;01-05-2011;01-05-2011;20-06-2011;01-12-2012;03-03-2017;Ja;01-12-2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10386;;04-01-2013;Publieke Ruimte;Investeringsproject;Antwerpen;Midden;De Bosschaertstraat, Gabriëllastraat;Aanleg verlichting, Rioleringswerken, Wegeniswerken;DISTRICT ANTWERPEN ;Hakim Chadli;Mike Rincheval;Hakim Chadli;ABESCO, AQUAFIN, DISTRICT ANTWERPEN , INFRAX, NIJS MARCEL;;PRIORITEIT AFREKENING 2013;;Op Schema;Afgesloten;Uitvoering intern;;Voltooid;;Nee;;Geen;Geen;;;;Geen;Geen;;;;21-03-2011;20-03-2011;11-06-2012;16-11-2012;06-11-2015;Ja;16-11-2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10387;;04-01-2013;Publieke Ruimte;Investeringsproject;Antwerpen, Wilrijk;Midden;Della Faillelaan, Eglantierlaan, Seringenlaan, Varenlaan (VBI);Aanleg verlichting, Rioleringswerken, Wegeniswerken;DISTRICT ANTWERPEN ;Jens Van Damme;Siegfried Pevenage;Jens Van Damme;ABESCO, AQUAFIN, DISTRICT ANTWERPEN , DISTRICT WILRIJK , HENS, IMEA;;PRIORITEIT AFREKENING 2013;;Op Schema;Afgesloten;Uitvoering intern;;;;;;;;;;;;;;;;;;;;06-11-2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10388;M00039;04-01-2013;Publieke Ruimte;Investeringsproject;Antwerpen;Midden;Lange Kievitstraat, Quinten Matsijslei (zwart punt);Wegeniswerken;DISTRICT ANTWERPEN ;Jens Van Damme;Siegfried Pevenage;Jens Van Damme;AQUAFIN, DISTRICT ANTWERPEN , STAD ANTWERPEN, WEGENBOUW A. CARPENTIER EN ZONEN (A. CARPENTIER WEGENBOUW);ondernemen en stadsmarketing,1SLW05,1SLW0503,1SLW050303;PRIORITEIT AFREKENING 2013;;Op Schema;Afgesloten;Uitvoering intern;;;;;;;;;;;;;;;;;;;;06-11-2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10390;;07-01-2013;Publieke Ruimte;Investeringsproject;Berchem;Zuid;Ramskapellestraat;Wegeniswerken;DISTRICT BERCHEM ;Ann Bruyninckx;Emmy Camps;Julie Weyts;DISTRICT BERCHEM ;;PRIORITEIT AFREKENING 2013;;Op Schema;Afgesloten;Uitvoering intern;;;;;;;;;;;;;;;;;;;;07-04-2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10391;M00040;07-01-2013;Publieke Ruimte;Investeringsproject;Berchem;Zuid;Burgemeester Woutersstraat (VBI onderhoud);Tekenopdracht;DISTRICT BERCHEM ;Ann Bruyninckx;;Julie Weyts;DISTRICT BERCHEM ;district Berchem,1SBE02,1SBE0203,1SBE020301;PRIORITEIT UITVOERING 2014;;Plandatum overschreden;Stopgezet;Uitvoering - Zuiver lichtproject;Uitvoering verlichting;Planningsprobleem;Gunning;Ja;2014;Intern;Extra small;28-02-2014;18-06-2014;14-11-2014;Intern;Deelopdracht;18-06-2014;11-09-2014;;10-11-2014;;20-11-2014;;19-10-2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10393;M00041;07-01-2013;Publieke Ruimte;Investeringsproject;Hoboken;Zuid;Leopoldlei, Van de Perrelei;Wegeniswerken;DISTRICT HOBOKEN ;Remy Van Rossem;Davy Van Laere;Remy Van Rossem;DISTRICT HOBOKEN , STAD ANTWERPEN, WEGENBOUW A. CARPENTIER EN ZONEN (A. CARPENTIER WEGENBOUW);district Hoboken,1SHO01,1SHO0102,1SHO010201;PRIORITEIT AFREKENING 2013;;Op Schema;Afgesloten;Uitvoering intern;;;;;;;;;;;;;;;;;;;;27-10-2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10394;M00042;07-01-2013;Publieke Ruimte;Investeringsproject;Hoboken;Zuid;Nachtegaallaan, Oudstrijderslaan;Wegeniswerken;DISTRICT HOBOKEN ;Remy Van Rossem;Mike Rincheval;Remy Van Rossem;DISTRICT HOBOKEN , MACOBO, STAD ANTWERPEN, WEGENBOUW A. CARPENTIER EN ZONEN (A. CARPENTIER WEGENBOUW);district Hoboken,1SHO01,1SHO0102,1SHO010201;PRIORITEIT UITVOERING 2013;;Op Schema;Afgesloten;Uitvoering intern;;;;;;;;;;;;;;;;;;;;07-04-2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10395;M00043;07-01-2013;Publieke Ruimte;Investeringsproject;Hoboken;Zuid;Fodderiestraat;Aanleg verlichting, Rioleringswerken, Wegeniswerken;DISTRICT HOBOKEN ;Remy Van Rossem;Jaana Perdieus;Remy Van Rossem;A T F, ABESCO, DISTRICT HOBOKEN , INTERGEMEENTELIJK SAMENWERKINGSVERBAND A, MACOBO;district Hoboken,1SHO01,1SHO0102,1SHO010201;PRIORITEIT UITVOERING 2013;;Op Schema;Afgesloten;Uitvoering intern;;;;;;;;;;;;;;;;;;;;03-03-2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10396;P04600;08-01-2013;Publieke Ruimte;Investeringsproject;Hoboken;Zuid;Drossaardplein;Aanleg groenzone;DISTRICT HOBOKEN ;Lies Rousseau;Eva Koninckx;Remy Van Rossem;DISTRICT HOBOKEN ;district Hoboken,1SHO01,1SHO0102,1SHO010201;PRIORITEIT UITVOERING 2014;0,00;Op Schema;Afgesloten;Uitvoering intern;;Voltooid;;Nee;;Intern;Medium;01-07-2011;28-10-2013;22-10-2013;Intern;Open aanbesteding;24-10-2013;21-06-2014;08-09-2014;13-08-2015;27-10-2014;31-08-2015;15-09-2015;31-05-2018;Ja;15-09-2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10397;;10-01-2013;Publieke Ruimte;Investeringsproject;Deurne;Noord;Ruimtevaartlaan (Speelterrein);Aanleg speelterrein, Aanleg sportterrein;DISTRICT DEURNE ;Els Proost;Jill Buytaert;Peter De Pauw;DISTRICT DEURNE ;;;;Op Schema;Afgesloten;Uitvoering door partner;;;;;;;;;;;;;;;;;;;;19-10-2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10398;;10-01-2013;Publieke Ruimte;Investeringsproject;Ekeren;Noord;De Oude Landen, Kretenborglaan (fietsdoorsteek kretenborglaan);Aanleg groenzone, Wegeniswerken;DISTRICT EKEREN ;Machteld Raes;Tom Janssens;Isabelle Declerck;DISTRICT EKEREN ;;PRIORITEIT AFREKENING 2013;;Op Schema;Afgesloten;Uitvoering intern;;;;;;;;;;;;;;;;;;;;02-08-2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10399;;10-01-2013;Publieke Ruimte;Investeringsproject;Antwerpen;Midden;Kruishofstraat (trapveld);Aanleg sportterrein;;;;Peter De Pauw;DISTRICT ANTWERPEN ;;;;Op Schema;Stopgezet;Intake;Intake;;;;;;;;;;;;;;;;;;;26-07-2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10400;;10-01-2013;Publieke Ruimte;Investeringsproject;Merksem;Noord;Recreatiedomein Distelhoek (fase 1: speel- en sportterrein);Aanleg speelterrein, Aanleg verlichting;DISTRICT MERKSEM ;Lindsey Pauwels;Jill Buytaert;Bart Serraris;DISTRICT MERKSEM ;;PRIORITEIT AFREKENING 2013;;Op Schema;Afgesloten;Uitvoering intern;;;;;;;;;;;;;;;;;;;;26-07-2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10401;M00044;10-01-2013;Publieke Ruimte;Investeringsproject;Antwerpen;Midden;Vogelzanglaan (aanleg parking sporthal Wilrijkse plein deel I + II);Aanleg verlichting, Externe studieopdracht, Wegeniswerken;STAD ANTWERPEN GEMEENTE;Peter De Pauw;Peter De Pauw;Peter De Pauw;STAD ANTWERPEN GEMEENTE;cultuur, sport, jeugd en onderwijs,1SBR06,1SBR0602,1SBR060203;PRIORITEIT UITVOERING 2014;1.320.000,00;Op Schema;Afgesloten;Uitvoering intern;;Voltooid;;Ja;2014;Extern bureau;Ontwerpool Small;23-10-2013;26-06-2014;20-01-2014;Intern;Open aanbesteding;20-01-2014;29-01-2015;18-12-2014;16-02-2015;15-02-2015;04-09-2015;08-10-2015;29-11-2019;Ja;08-10-2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10402;M00045;10-01-2013;Publieke Ruimte;Investeringsproject;Wilrijk;Zuid;Steytelinck (speelterrein);Aanleg speelterrein, Externe studieopdracht, Veiligheidscoördinator ontwerp, Veiligheidscoördinator verwezenlijking;STAD ANTWERPEN GEMEENTE;Patrick Cuyvers;;Danny Busschots;DISTRICT WILRIJK , STAD ANTWERPEN GEMEENTE;cultuur, sport, jeugd en onderwijs,1SBR05,1SBR0503,1SBR050303/ stadsontwikkeling,1SWN05,1SWN0504,1SWN050402;PRIORITEIT UITVOERING 2017;220.000,00;Op Schema;Afgesloten;Uitvoering intern;;Voltooid;;Ja;2017;Extern bureau;Ontwerpwedstrijd Medium;05-01-2015;01-07-2016;01-07-2016;Intern;Open aanbesteding;01-07-2016;10-03-2017;31-03-2017;04-09-2017;03-09-2017;14-11-2017;14-11-2017;05-09-2022;Ja;14-11-2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10403;M00046;10-01-2013;Publieke Ruimte;Investeringsproject;Merksem;Noord;Hof van Roosendael, Speelpleinstraat (aanleg van wandel- en voetpaden (stoepenplan));Aanleg sportterrein, Wegeniswerken;STAD ANTWERPEN GEMEENTE;Lindsey Pauwels;Jill Buytaert;Bart Serraris;DISTRICT MERKSEM, STAD ANTWERPEN GEMEENTE;stadsontwikkeling,1SWN05,1SWN0503,1SWN050302;PRIORITEIT AFREKENING 2013;;Op Schema;Afgesloten;Uitvoering intern;;;;;;;;;;;;;;;;;;;;21-12-2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10404;;10-01-2013;Publieke Ruimte;Investeringsproject;Wilrijk;Zuid;Krijgslaan, Neerland (trapveldje);Aanleg sportterrein, Tekenopdracht;;Patrick Cuyvers;Emmy Camps;Jens Van Damme;DISTRICT WILRIJK ;;PRIORITEIT UITVOERING 2014;;Plandatum overschreden;Stopgezet;Intern ontwerp - Extra Small (oud);Definitief ontwerp, Vergunning;In bewerking;Ontwerp;Ja;2014;Intern;Extra small;13-11-2013;03-03-2014;;Intern;Open aanbesteding;11-05-2014;06-01-2015;;07-03-2015;;01-04-2015;;13-06-2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10405;;10-01-2013;Publieke Ruimte;Investeringsproject;Merksem;Noord;Zwaantjeslei (Zwaantjeslei: parking begraafplaats);Wegeniswerken;DISTRICT MERKSEM ;Lindsey Pauwels;Paule O'Kelly de Galway;Bart Serraris;DISTRICT MERKSEM ;;PRIORITEIT AFREKENING 2013;;Op Schema;Afgesloten;Uitvoering intern;;;;;;;;;;;;;;;;;;;;19-07-2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10407;M00593;11-01-2013;Publieke Ruimte;Investeringsproject;Merksem;Noord;Van Heybeeckstraat (Inkom en parking Masterplan Groen Hart);Aanleg verlichting, Rioleringswerken, Wegeniswerken;DISTRICT MERKSEM ;Bart Serraris;;Bart Serraris;DISTRICT MERKSEM ;district Merksem,1SME06,1SME0602,1SME060202/ district Merksem,1SME06,1SME0604,1SME060401;PRIORITEIT AFREKENING 2013;;Op Schema;Afgesloten;Uitvoering intern;;Voltooid;;Ja;2011;Geen;Geen;;;;Geen;Geen;;;;02-08-2011;01-08-2011;20-12-2011;20-11-2013;03-03-2017;Ja;20-11-2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10408;;11-01-2013;Publieke Ruimte;Investeringsproject;Antwerpen;Midden;Brialmontlei, Loosplaats;Aanleg verlichting, Nutsvoorzieningen, Veiligheidscoördinator ontwerp, Wegeniswerken;DISTRICT ANTWERPEN ;Jan Peeters;Jan Peeters;Hakim Chadli;DISTRICT ANTWERPEN , INTERGEMEENTELIJK SAMENWERKINGSVERBAND A;;PRIORITEIT AFREKENING 2013;;Op Schema;Afgesloten;Interne gunning;;Voltooid;;Ja;2013;Intern;Medium;31-05-2010;03-10-2010;04-07-2011;Intern;Open aanbesteding;04-07-2011;29-02-2012;02-09-2012;05-11-2012;05-11-2012;13-07-2013;16-07-2013;02-08-2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10411;P07391;14-01-2013;Publieke Ruimte;Investeringsproject;Berchem;Zuid;Posthofbrug (fietsbrug en landing Berchem stationsomgeving (I&P));Aanleg verlichting, Kunstwerk (bv: brug, tunnel, kade, fontein, standbeeld,...), Wegeniswerken;N.M.B.S. HOLDING;Jan Peeters;Jan Peeters;Kristel Drubbel;INFRABEL, MINISTERIES VAN DE VLAAMSE GEMEENSCHAP , N.M.B.S. HOLDING, PROVINCIE ANTWERPEN PROVOVER, S.W.S.L., STAD ANTWERPEN DISTRICT BERCHEM, STAD ANTWERPEN GEMEENTE;stadsontwikkeling,1SWN05,1SWN0502,1SWN050201/ stadsontwikkeling,1SWN05,1SWN0503,1SWN050302/ stadsontwikkeling,1SWN05,1SWN0504,1SWN050402;PRIORITEIT UITVOERING 2016;852.034,67;Plandatum overschreden;Lopend;Uitvoering intern;Natraject;Voltooid;;Nee;;Partner;Medium;13-02-2013;25-09-2014;13-02-2015;Partner;Open aanbesteding - Medium;13-02-2015;01-12-2015;11-04-2016;27-06-2016;30-05-2016;18-05-2018;18-05-2018;;Nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10412;;14-01-2013;Publieke Ruimte;Investeringsproject;Borgerhout;Zuid;Reuzenstraat, Sint-Janstraat, Sint-Lucasstraat, Sint-Marcusstraat, Sint-Mattheusstraat, Tabernakelstraat;Aanleg verlichting, Rioleringswerken, Wegeniswerken;DISTRICT BORGERHOUT ;Ellen De Schutter;;Kristel Drubbel;ABESCO, AWW/204923881, DISTRICT BORGERHOUT , IMEA;;;;Op Schema;Afgesloten;Uitvoering intern;;;;;;;;;;;;;;;;;;;;02-02-2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10414;M00047;17-01-2013;Publieke Ruimte;Investeringsproject;Antwerpen;Midden;Sint-Rochusstraat;Tekenopdracht;DISTRICT ANTWERPEN ;;Kim Verstrepen;;DISTRICT ANTWERPEN ;stadsontwikkeling,1SWN05,1SWN0504,1SWN050403;;;Plandatum overschreden;Stopgezet;Intern ontwerp - Extra Small (oud);Definitief ontwerp;;;;;;;;;;;;;;;;;;;06-03-2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10415;;17-01-2013;Publieke Ruimte;Investeringsproject;Deurne;Noord;Lakborslei (voorzijde politiekantoor);Aanleg groenzone, Tekenopdracht, Wegeniswerken;;;Tom Janssens;Bart Tuerlinckx;DISTRICT DEURNE , POLITIE ANTWERPEN MOBIELE BRIGADE;;;;Op Schema;In wacht;Intake;Intake;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10416;P02451;18-01-2013;Publieke Ruimte;Investeringsproject;Ekeren;Noord;Jozef Ickxstraat, Prinshoeveweg (tot huisnummer 120);Aanleg groenzone, Aanleg verlichting, Rioleringswerken, Veiligheidscoördinator ontwerp, Veiligheidscoördinator verwezenlijking, Wegeniswerken;RIO-LINK NV;Machteld Raes;Jan Pirenne;Isabelle Declerck;AUTONOOM PROVINCIEBEDRIJF INOVANT AUTOPRB, DISTRICT EKEREN , RIO-LINK NV;district Ekeren,1SEK03,1SEK0302,1SEK030201;PRIORITEIT UITVOERING 2016;778.000,00;Op Schema;Afgesloten;Uitvoering door partner;;Voltooid;;Ja;2015;Partner;Medium;18-01-2013;02-04-2015;26-05-2015;Partner;Open aanbesteding - Medium;26-05-2015;13-04-2016;29-07-2016;24-10-2016;24-10-2016;07-07-2017;01-07-2017;24-08-2020;Ja;01-07-2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10417;;18-01-2013;Publieke Ruimte;Investeringsproject;Berchem;Zuid;Grotesteenweg (blindegeleiding);Tekenopdracht;;Ann Bruyninckx;Eva Koninckx;Julie Weyts;STAD ANTWERPEN;;;;Plandatum overschreden;Stopgezet;Intern ontwerp - Extra Small (oud);Definitief ontwerp;;;;;;;;;;;;;;;;;;;16-05-2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10419;;21-01-2013;Publieke Ruimte;Investeringsproject;Deurne;Noord;Ruimtevaartlaan (kunstgrasveld);Aanleg sportterrein;STAD ANTWERPEN GEMEENTE;Peter De Pauw;Wilfried Weekers;Peter De Pauw;STAD ANTWERPEN GEMEENTE;;;;Op Schema;Afgesloten;Uitvoering intern;;;;;;;;;;;;;;;;;;;;02-08-2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWOU10420;;21-01-2013;Publieke Ruimte;Investeringsproject;Merksem;Noord;Speelpleinstraat, Terlindenhofstraat (duveltjesvelden);Aanleg sportterrein;DISTRICT MERKSEM ;Peter De Pauw;Jan Pirenne;Peter De Pauw;DISTRICT MERKSEM ;;PRIORITEIT UITVOERING 2014;;Op Schema;Afgesloten;Uitvoering intern;;;;;;;;;;;;;;;;;;;;02-08-2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
